order_id,user_id,order_date,total_amount,category,status,payment_method,shipping_country
ORD-00000362,USR-000197,2026-03-27,9.46,sports,delivered,apple_pay,US
ORD-00000363,USR-000133,2025-06-12,19.86,sports,cancelled,paypal,FR
ORD-00000364,USR-000605,2026-02-15,18.49,sports,cancelled,card,FR
ORD-00000365,USR-000465,2025-02-26,41.75,sports,returned,card,US
ORD-00000366,USR-000398,2026-01-11,16.72,toys,returned,paypal,US
ORD-00000367,USR-000655,2025-06-03,91.42,apparel,shipped,paypal,CA
ORD-00000368,USR-000271,2025-05-27,28.96,toys,returned,apple_pay,DE
ORD-00000369,USR-000918,2025-12-22,10.28,home,cancelled,card,FR
ORD-00000370,USR-000311,2025-11-14,34.66,apparel,delivered,apple_pay,DE
ORD-00000371,USR-000021,2025-09-24,51.88,home,cancelled,cod,DE
ORD-00000372,USR-000852,2025-01-01,1.47,sports,returned,apple_pay,DE
ORD-00000373,USR-000371,2024-12-03,9.19,sports,cancelled,cod,CA
ORD-00000374,USR-000525,2025-07-28,28.33,electronics,returned,paypal,UK
ORD-00000375,USR-000520,2025-04-05,60.07,books,delivered,apple_pay,DE
ORD-00000376,USR-000542,2026-03-30,8.7,toys,shipped,cod,US
ORD-00000377,USR-000224,2025-01-08,34.47,books,returned,card,FR
ORD-00000378,USR-000786,2025-08-23,56.58,home,returned,card,CA
ORD-00000379,USR-000584,2026-01-20,38.36,electronics,returned,paypal,DE
ORD-00000380,USR-000480,2025-01-19,59.64,sports,delivered,card,US
ORD-00000381,USR-000970,2025-11-29,22.24,home,delivered,paypal,FR
ORD-00000382,USR-000612,2025-02-16,21.78,apparel,returned,paypal,UK
ORD-00000383,USR-000207,2025-02-06,14.88,electronics,delivered,paypal,CA
ORD-00000384,USR-000632,2024-11-29,28.2,home,returned,card,DE
ORD-00000385,USR-000834,2026-04-22,53.5,apparel,returned,apple_pay,CA
ORD-00000386,USR-000196,2025-08-16,16.23,sports,cancelled,paypal,FR
ORD-00000387,USR-000313,2026-06-19,9.07,electronics,returned,card,US
ORD-00000388,USR-000805,2025-12-22,26.95,sports,cancelled,paypal,US
ORD-00000389,USR-000120,2025-08-09,47.59,apparel,cancelled,paypal,UK
ORD-00000390,USR-000359,2026-06-23,25.42,electronics,returned,cod,UK
ORD-00000391,USR-000994,2025-11-11,12.65,apparel,returned,cod,FR
ORD-00000392,USR-000543,2026-02-03,33.07,sports,delivered,paypal,US
ORD-00000393,USR-000235,2026-06-26,14.44,apparel,returned,card,US
ORD-00000394,USR-000637,2026-03-20,187.43,electronics,shipped,cod,FR
ORD-00000395,USR-000538,2025-06-18,36.43,books,returned,paypal,US
ORD-00000396,USR-000258,2025-03-31,36.56,electronics,delivered,cod,FR
ORD-00000397,USR-000402,2025-02-13,18.95,apparel,shipped,paypal,CA
ORD-00000398,USR-000555,2025-10-28,26.27,apparel,delivered,apple_pay,US
ORD-00000399,USR-000719,2026-06-08,7.65,home,cancelled,card,CA
ORD-00000400,USR-000962,2026-02-21,54.89,apparel,delivered,cod,UK
ORD-00000401,USR-000305,2024-09-02,19.69,sports,cancelled,cod,FR
ORD-00000402,USR-000141,2024-08-23,45.91,apparel,cancelled,cod,DE
ORD-00000403,USR-000135,2024-11-26,47.5,toys,delivered,card,UK
ORD-00000404,USR-000176,2025-09-04,17.21,sports,cancelled,apple_pay,CA
ORD-00000405,USR-000846,2024-10-07,19.38,home,cancelled,paypal,CA
ORD-00000406,USR-000014,2024-09-05,28.2,sports,shipped,paypal,FR
ORD-00000407,USR-000222,2025-01-05,16.14,apparel,returned,card,US
ORD-00000408,USR-000886,2024-12-08,14.58,books,shipped,paypal,CA
ORD-00000409,USR-000411,2025-06-09,23.95,toys,cancelled,card,FR
ORD-00000410,USR-000650,2025-06-03,23.27,apparel,delivered,cod,DE
ORD-00000411,USR-000624,2024-10-12,30.24,electronics,cancelled,card,FR
ORD-00000412,USR-000134,2025-09-21,5.47,home,shipped,paypal,CA
ORD-00000413,USR-000722,2025-08-14,9.32,apparel,cancelled,paypal,DE
ORD-00000414,USR-000600,2025-08-16,19.52,apparel,cancelled,apple_pay,UK
ORD-00000415,USR-000831,2025-05-31,11.14,electronics,returned,card,UK
ORD-00000416,USR-000616,2025-02-11,41.21,sports,cancelled,card,UK
ORD-00000417,USR-000937,2025-12-28,10.32,sports,shipped,cod,CA
ORD-00000418,USR-000395,2026-06-10,8.06,books,shipped,card,CA
ORD-00000419,USR-000308,2025-10-06,35.08,toys,returned,cod,DE
ORD-00000420,USR-000176,2024-09-27,45.51,electronics,cancelled,paypal,UK
ORD-00000421,USR-000881,2026-07-20,25.21,sports,cancelled,cod,US
ORD-00000422,USR-000346,2024-11-21,42.22,books,delivered,paypal,FR
ORD-00000423,USR-000938,2025-08-04,35.21,electronics,cancelled,card,UK
ORD-00000424,USR-000129,2025-07-29,13.55,sports,delivered,card,US
ORD-00000425,USR-000582,2025-06-06,12.92,sports,cancelled,cod,CA
ORD-00000426,USR-000490,2024-08-10,21.26,electronics,returned,cod,CA
ORD-00000427,USR-000129,2026-05-01,16.5,apparel,shipped,cod,FR
ORD-00000428,USR-000237,2025-10-27,35.08,toys,delivered,card,UK
ORD-00000429,USR-000152,2025-03-11,23.46,toys,delivered,cod,CA
ORD-00000430,USR-000840,2026-02-17,14.1,apparel,cancelled,cod,UK
ORD-00000431,USR-000432,2025-04-24,36.8,apparel,delivered,apple_pay,CA
ORD-00000432,USR-000941,2026-02-13,29.09,home,cancelled,cod,UK
ORD-00000433,USR-000168,2024-11-28,10.07,electronics,cancelled,cod,DE
ORD-00000434,USR-000934,2026-03-25,73.24,apparel,cancelled,paypal,FR
ORD-00000435,USR-000021,2025-10-01,37.23,electronics,cancelled,cod,CA
ORD-00000436,USR-000413,2025-04-29,19.68,electronics,shipped,card,FR
ORD-00000437,USR-000039,2025-01-02,47.97,sports,cancelled,cod,DE
ORD-00000438,USR-000070,2025-01-03,84.21,home,shipped,cod,FR
ORD-00000439,USR-000501,2025-04-04,7.79,home,cancelled,apple_pay,US
ORD-00000440,USR-000732,2025-10-09,45.32,electronics,delivered,cod,FR
ORD-00000441,USR-000505,2026-05-21,37.7,toys,delivered,cod,DE
ORD-00000442,USR-000974,2026-07-22,7.42,books,shipped,paypal,UK
ORD-00000443,USR-000979,2024-09-30,11.49,books,delivered,apple_pay,UK
ORD-00000444,USR-000875,2025-10-15,5.17,books,shipped,apple_pay,CA
ORD-00000445,USR-000526,2026-05-01,21.71,home,returned,paypal,CA
ORD-00000446,USR-000848,2026-02-03,51.01,electronics,shipped,card,DE
ORD-00000447,USR-000239,2026-06-02,17.18,toys,shipped,card,CA
ORD-00000448,USR-000236,2025-05-09,22.14,electronics,shipped,apple_pay,DE
ORD-00000449,USR-000956,2025-03-06,10.94,books,cancelled,paypal,DE
ORD-00000450,USR-000162,2025-10-25,12.25,apparel,cancelled,card,DE
ORD-00000451,USR-000050,2026-03-05,7.77,sports,delivered,apple_pay,UK
ORD-00000452,USR-000333,2025-01-10,26.63,books,cancelled,card,UK
ORD-00000453,USR-000156,2024-08-26,7.5,toys,cancelled,apple_pay,DE
ORD-00000454,USR-000313,2026-03-30,6.91,electronics,cancelled,apple_pay,US
ORD-00000455,USR-000135,2024-09-12,15.8,apparel,returned,card,FR
ORD-00000456,USR-000094,2026-02-08,51.65,toys,shipped,apple_pay,FR
ORD-00000457,USR-000985,2026-05-15,7.08,apparel,returned,card,UK
ORD-00000458,USR-000709,2024-09-09,24.2,home,returned,card,DE
ORD-00000459,USR-000443,2025-06-24,37.8,books,shipped,apple_pay,DE
ORD-00000460,USR-000252,2026-02-10,11.32,apparel,cancelled,cod,CA
ORD-00000461,USR-000324,2026-06-01,13.38,books,returned,apple_pay,DE
ORD-00000462,USR-000610,2025-03-21,14.38,home,shipped,paypal,DE
ORD-00000463,USR-000025,2024-08-22,66.83,toys,delivered,card,US
ORD-00000464,USR-000081,2025-01-16,21.99,apparel,shipped,paypal,DE
ORD-00000465,USR-000852,2026-08-02,25.34,apparel,shipped,card,UK
ORD-00000466,USR-000819,2026-06-04,62.42,apparel,returned,paypal,FR
ORD-00000467,USR-000536,2025-02-17,22.89,home,delivered,apple_pay,DE
ORD-00000468,USR-000954,2024-11-01,38.56,sports,cancelled,cod,FR
ORD-00000469,USR-000550,2026-02-02,40.49,electronics,delivered,card,DE
ORD-00000470,USR-000973,2024-08-14,10.95,apparel,delivered,apple_pay,DE
ORD-00000471,USR-000159,2025-09-12,32.89,home,returned,apple_pay,US
ORD-00000472,USR-000478,2026-04-26,26.3,toys,delivered,paypal,US
ORD-00000473,USR-000788,2025-01-02,19.79,books,cancelled,card,UK
ORD-00000474,USR-000355,2026-06-17,12.69,apparel,cancelled,cod,DE
ORD-00000475,USR-000270,2026-07-11,96.97,sports,returned,cod,UK
ORD-00000476,USR-000071,2025-01-17,47.84,sports,delivered,card,DE
ORD-00000477,USR-000312,2026-04-26,20.42,toys,cancelled,cod,CA
ORD-00000478,USR-000311,2026-04-24,7.33,books,delivered,cod,CA
ORD-00000479,USR-000603,2025-01-20,10.35,home,returned,apple_pay,CA
ORD-00000480,USR-000246,2025-10-19,73.38,sports,shipped,card,CA
ORD-00000481,USR-000102,2025-05-10,15.38,sports,delivered,paypal,DE
ORD-00000482,USR-000111,2024-10-22,17.43,toys,shipped,card,US
ORD-00000483,USR-000148,2025-08-01,18.13,home,cancelled,apple_pay,UK
ORD-00000484,USR-000025,2024-09-29,25.39,apparel,shipped,cod,DE
ORD-00000485,USR-000647,2024-08-29,22.1,sports,shipped,apple_pay,DE
ORD-00000486,USR-000100,2026-02-09,21.5,home,shipped,paypal,US
ORD-00000487,USR-000029,2025-11-16,16.54,home,shipped,card,DE
ORD-00000488,USR-000709,2025-07-04,53.94,sports,returned,apple_pay,UK
ORD-00000489,USR-000424,2024-10-23,35.19,books,returned,paypal,UK
ORD-00000490,USR-000103,2024-10-24,27.95,electronics,shipped,apple_pay,CA
ORD-00000491,USR-000464,2025-02-28,60.75,apparel,delivered,paypal,CA
ORD-00000492,USR-000256,2026-01-25,18.81,apparel,shipped,apple_pay,US
ORD-00000493,USR-000676,2025-06-02,17.1,apparel,cancelled,card,FR
ORD-00000494,USR-000872,2025-05-16,48.43,books,delivered,apple_pay,US
ORD-00000495,USR-000423,2025-12-21,21.71,books,delivered,paypal,CA
ORD-00000496,USR-000594,2025-09-21,9.51,home,cancelled,cod,FR
ORD-00000497,USR-000035,2026-06-10,28.86,electronics,returned,card,UK
ORD-00000498,USR-000144,2024-12-24,22.61,books,cancelled,apple_pay,UK
ORD-00000499,USR-000160,2026-01-14,9.88,sports,shipped,card,CA
ORD-00000500,USR-000890,2025-12-13,22.51,home,cancelled,card,CA
ORD-00000501,USR-000966,2026-05-11,9.0,toys,shipped,cod,DE
ORD-00000502,USR-000647,2026-07-05,27.64,home,delivered,paypal,FR
ORD-00000503,USR-000419,2024-11-11,33.74,apparel,shipped,apple_pay,DE
ORD-00000504,USR-000980,2025-08-29,39.36,home,returned,cod,FR
ORD-00000505,USR-000566,2024-08-31,31.74,apparel,delivered,paypal,UK
ORD-00000506,USR-000081,2026-03-24,17.67,apparel,delivered,card,FR
ORD-00000507,USR-000649,2025-03-07,33.4,home,delivered,cod,FR
ORD-00000508,USR-000685,2025-11-07,10.3,apparel,cancelled,card,DE
ORD-00000509,USR-000465,2026-04-16,5.96,books,returned,paypal,US
ORD-00000510,USR-000023,2026-07-29,15.0,home,returned,apple_pay,UK
ORD-00000511,USR-000486,2025-01-12,21.12,sports,cancelled,card,DE
ORD-00000512,USR-000744,2025-04-28,17.14,sports,cancelled,apple_pay,FR
ORD-00000513,USR-000643,2026-06-12,83.7,books,returned,card,FR
ORD-00000514,USR-000966,2025-11-30,10.71,toys,shipped,cod,FR
ORD-00000515,USR-000296,2026-07-27,20.82,apparel,returned,card,CA
ORD-00000516,USR-000172,2024-09-26,15.46,home,shipped,card,FR
ORD-00000517,USR-000047,2024-09-25,21.41,apparel,delivered,card,FR
ORD-00000518,USR-000618,2025-10-20,20.72,sports,delivered,paypal,UK
ORD-00000519,USR-000232,2026-03-17,20.01,home,delivered,card,UK
ORD-00000520,USR-000452,2026-03-22,14.51,sports,cancelled,cod,FR
ORD-00000521,USR-000836,2025-02-15,25.31,home,delivered,cod,US
ORD-00000522,USR-000920,2025-12-15,33.19,apparel,delivered,card,DE
ORD-00000523,USR-000818,2026-01-12,21.05,sports,returned,paypal,DE
ORD-00000524,USR-000321,2025-04-19,27.91,electronics,shipped,card,DE
ORD-00000525,USR-000541,2025-03-31,37.47,apparel,delivered,apple_pay,FR
ORD-00000526,USR-000025,2026-05-16,15.85,home,cancelled,card,UK
ORD-00000527,USR-000343,2025-04-11,50.74,home,shipped,paypal,CA
ORD-00000528,USR-000682,2025-05-02,32.43,books,returned,apple_pay,UK
ORD-00000529,USR-000963,2026-06-28,9.59,apparel,returned,card,CA
ORD-00000530,USR-000745,2024-10-08,16.08,apparel,delivered,apple_pay,FR
ORD-00000531,USR-000712,2025-09-30,57.77,sports,returned,apple_pay,CA
ORD-00000532,USR-000737,2025-05-01,21.03,toys,returned,cod,CA
ORD-00000533,USR-000107,2025-09-28,27.58,sports,shipped,apple_pay,FR
ORD-00000534,USR-000508,2025-07-30,33.39,electronics,cancelled,cod,UK
ORD-00000535,USR-000994,2025-04-11,79.67,electronics,returned,cod,FR
ORD-00000536,USR-000465,2026-07-13,32.01,apparel,shipped,apple_pay,FR
ORD-00000537,USR-000206,2026-04-28,23.19,sports,delivered,cod,US
ORD-00000538,USR-000375,2026-07-18,15.56,sports,shipped,apple_pay,DE
ORD-00000539,USR-000623,2025-04-28,14.49,apparel,returned,paypal,UK
ORD-00000540,USR-000769,2025-12-05,16.31,electronics,returned,card,US
ORD-00000541,USR-000962,2025-09-26,32.27,apparel,shipped,paypal,UK
ORD-00000542,USR-000678,2025-02-13,5.75,apparel,returned,cod,FR
ORD-00000543,USR-000989,2024-11-24,13.22,books,delivered,apple_pay,US
ORD-00000544,USR-000637,2026-06-18,56.47,apparel,delivered,card,US
ORD-00000545,USR-000803,2024-08-11,54.75,apparel,cancelled,cod,US
ORD-00000546,USR-000426,2024-09-04,7.07,electronics,cancelled,apple_pay,FR
ORD-00000547,USR-000642,2026-02-15,25.03,apparel,shipped,card,US
ORD-00000548,USR-000689,2025-08-11,44.27,toys,shipped,apple_pay,DE
ORD-00000549,USR-000853,2025-12-08,26.91,toys,returned,cod,CA
ORD-00000550,USR-000202,2024-08-09,32.04,apparel,cancelled,apple_pay,FR
ORD-00000551,USR-000128,2025-07-04,22.94,sports,shipped,cod,UK
ORD-00000552,USR-000993,2025-02-04,16.81,books,shipped,paypal,US
ORD-00000553,USR-000791,2026-02-04,16.86,toys,returned,apple_pay,US
ORD-00000554,USR-000493,2025-06-17,16.72,toys,shipped,card,CA
ORD-00000555,USR-000195,2026-04-19,15.78,toys,returned,paypal,DE
ORD-00000556,USR-000519,2026-06-27,28.24,sports,returned,apple_pay,US
ORD-00000557,USR-000857,2024-09-25,16.49,books,delivered,paypal,CA
ORD-00000558,USR-000352,2026-07-07,44.65,books,shipped,cod,FR
ORD-00000559,USR-000267,2024-10-19,34.33,home,shipped,paypal,UK
ORD-00000560,USR-000190,2026-05-11,56.53,home,cancelled,apple_pay,FR
ORD-00000561,USR-000286,2024-09-01,37.17,toys,returned,cod,FR
ORD-00000562,USR-000116,2025-06-01,11.74,books,delivered,apple_pay,FR
ORD-00000563,USR-000512,2025-07-28,20.92,home,cancelled,card,DE
ORD-00000564,USR-000716,2025-07-18,41.22,apparel,shipped,apple_pay,FR
ORD-00000565,USR-000101,2024-11-21,68.31,apparel,returned,paypal,DE
ORD-00000566,USR-000405,2024-09-06,34.62,electronics,cancelled,apple_pay,US
ORD-00000567,USR-000549,2024-09-21,37.77,home,cancelled,cod,DE
ORD-00000568,USR-000789,2025-03-03,13.45,books,shipped,apple_pay,DE
ORD-00000569,USR-000874,2025-06-19,36.62,apparel,shipped,apple_pay,DE
ORD-00000570,USR-000276,2025-03-14,31.07,sports,shipped,cod,DE
ORD-00000571,USR-000013,2025-04-18,11.99,electronics,cancelled,cod,DE
ORD-00000572,USR-000884,2026-06-27,22.37,home,cancelled,paypal,CA
ORD-00000573,USR-000213,2026-01-07,9.86,electronics,delivered,paypal,FR
ORD-00000574,USR-000988,2026-06-26,14.35,toys,shipped,cod,CA
ORD-00000575,USR-000985,2025-08-21,21.76,books,shipped,card,CA
ORD-00000576,USR-000652,2026-03-25,19.14,home,cancelled,apple_pay,CA
ORD-00000577,USR-000189,2024-12-19,9.48,apparel,cancelled,paypal,FR
ORD-00000578,USR-000482,2025-11-02,9.91,sports,shipped,cod,FR
ORD-00000579,USR-000715,2026-07-05,11.57,toys,returned,apple_pay,US
ORD-00000580,USR-000161,2025-11-21,42.78,home,cancelled,card,US
ORD-00000581,USR-000019,2026-03-20,14.73,home,shipped,paypal,DE
ORD-00000582,USR-000899,2025-03-03,6.91,apparel,shipped,cod,US
ORD-00000583,USR-000463,2024-10-16,13.77,apparel,shipped,paypal,US
ORD-00000584,USR-000723,2024-10-11,106.72,toys,shipped,apple_pay,CA
ORD-00000585,USR-000468,2025-04-18,19.0,apparel,returned,paypal,FR
ORD-00000586,USR-000031,2026-04-30,20.74,apparel,returned,cod,FR
ORD-00000587,USR-000395,2025-08-06,52.64,toys,cancelled,card,CA
ORD-00000588,USR-000212,2025-10-21,43.67,home,cancelled,card,US
ORD-00000589,USR-000399,2024-11-20,11.14,books,returned,card,US
ORD-00000590,USR-000703,2025-01-13,26.54,toys,cancelled,card,US
ORD-00000591,USR-000338,2026-05-04,33.24,sports,cancelled,paypal,FR
ORD-00000592,USR-000969,2025-11-22,17.44,books,delivered,paypal,UK
ORD-00000593,USR-000099,2026-02-10,74.05,sports,returned,card,CA
ORD-00000594,USR-000126,2026-04-10,19.22,home,cancelled,paypal,CA
ORD-00000595,USR-000714,2025-07-14,7.43,books,delivered,apple_pay,FR
ORD-00000596,USR-000858,2024-08-14,39.96,electronics,cancelled,apple_pay,US
ORD-00000597,USR-000978,2025-05-12,56.53,sports,returned,paypal,UK
ORD-00000598,USR-000765,2025-12-17,42.73,home,delivered,card,US
ORD-00000599,USR-000119,2025-11-23,42.92,toys,returned,paypal,DE
ORD-00000600,USR-000457,2024-11-19,42.41,electronics,returned,card,CA
ORD-00000601,USR-000085,2025-01-30,4.31,books,delivered,cod,US
ORD-00000602,USR-000857,2026-02-13,25.95,home,shipped,paypal,FR
ORD-00000603,USR-000915,2026-07-13,12.57,home,cancelled,paypal,US
ORD-00000604,USR-000334,2026-08-02,38.04,sports,returned,apple_pay,DE
ORD-00000605,USR-000508,2026-02-13,38.86,toys,cancelled,apple_pay,DE
ORD-00000606,USR-000422,2024-12-23,67.7,home,cancelled,card,US
ORD-00000607,USR-000399,2025-09-22,51.01,books,returned,card,US
ORD-00000608,USR-000900,2026-05-31,15.62,electronics,shipped,cod,FR
ORD-00000609,USR-000610,2025-12-08,45.62,sports,returned,card,CA
ORD-00000610,USR-000688,2025-12-03,25.07,books,shipped,card,DE
ORD-00000611,USR-000288,2025-04-08,21.18,apparel,shipped,cod,FR
ORD-00000612,USR-000906,2025-07-11,71.29,sports,delivered,apple_pay,DE
ORD-00000613,USR-000958,2025-05-01,41.73,toys,returned,apple_pay,CA
ORD-00000614,USR-000526,2024-11-17,15.61,books,returned,card,FR
ORD-00000615,USR-000792,2025-03-18,102.61,books,returned,cod,CA
ORD-00000616,USR-000053,2025-07-27,11.42,books,cancelled,apple_pay,UK
ORD-00000617,USR-000474,2024-09-06,45.52,home,cancelled,apple_pay,US
ORD-00000618,USR-000871,2025-08-23,67.66,books,shipped,cod,CA
ORD-00000619,USR-000395,2025-12-31,17.52,sports,cancelled,card,DE
ORD-00000620,USR-000032,2025-12-23,11.99,books,shipped,apple_pay,FR
ORD-00000621,USR-000759,2025-06-30,43.51,sports,cancelled,apple_pay,DE
ORD-00000622,USR-000520,2024-11-10,24.38,books,delivered,cod,DE
ORD-00000623,USR-000539,2026-05-09,6.69,home,delivered,cod,CA
ORD-00000624,USR-000059,2026-05-11,9.42,apparel,shipped,apple_pay,US
ORD-00000625,USR-000658,2025-04-29,33.08,books,shipped,cod,FR
ORD-00000626,USR-000161,2025-01-10,14.5,toys,cancelled,apple_pay,US
ORD-00000627,USR-000242,2024-12-01,55.76,books,cancelled,paypal,FR
ORD-00000628,USR-000342,2026-04-15,30.83,electronics,shipped,card,CA
ORD-00000629,USR-000953,2025-03-20,18.84,electronics,cancelled,apple_pay,US
ORD-00000630,USR-000292,2025-09-20,29.23,books,delivered,paypal,CA
ORD-00000631,USR-000992,2024-11-30,13.33,sports,delivered,apple_pay,DE
ORD-00000632,USR-000812,2026-03-29,80.33,books,shipped,apple_pay,UK
ORD-00000633,USR-000377,2026-02-16,17.46,apparel,shipped,card,US
ORD-00000634,USR-000421,2024-12-03,13.2,electronics,returned,apple_pay,UK
ORD-00000635,USR-000960,2024-11-09,55.35,home,returned,cod,US
ORD-00000636,USR-000785,2024-09-19,9.88,electronics,delivered,paypal,DE
ORD-00000637,USR-000694,2026-05-07,90.23,sports,cancelled,card,DE
ORD-00000638,USR-000753,2025-01-07,7.3,electronics,shipped,paypal,US
ORD-00000639,USR-000374,2025-08-30,20.27,books,cancelled,paypal,US
ORD-00000640,USR-000960,2025-07-06,15.43,home,cancelled,card,CA
ORD-00000641,USR-000993,2026-05-28,16.85,sports,delivered,cod,DE
ORD-00000642,USR-000499,2025-12-18,55.52,toys,cancelled,paypal,CA
ORD-00000643,USR-000662,2024-11-16,11.72,electronics,delivered,apple_pay,DE
ORD-00000644,USR-000037,2026-07-04,36.03,books,returned,paypal,DE
ORD-00000645,USR-000912,2026-04-26,9.53,home,delivered,cod,US
ORD-00000646,USR-000469,2024-09-29,190.38,apparel,delivered,apple_pay,US
ORD-00000647,USR-000177,2026-05-24,42.94,books,delivered,cod,DE
ORD-00000648,USR-000614,2025-06-04,23.69,apparel,returned,paypal,US
ORD-00000649,USR-000565,2025-06-13,43.37,toys,shipped,card,FR
ORD-00000650,USR-000162,2025-04-30,28.52,toys,shipped,card,US
ORD-00000651,USR-000871,2026-02-28,20.08,apparel,shipped,paypal,DE
ORD-00000652,USR-000044,2024-08-29,14.5,electronics,returned,cod,UK
ORD-00000653,USR-000187,2025-08-30,23.14,home,cancelled,cod,FR
ORD-00000654,USR-000549,2026-03-11,7.34,toys,delivered,card,CA
ORD-00000655,USR-000432,2026-07-23,47.01,toys,returned,apple_pay,FR
ORD-00000656,USR-000594,2026-01-30,10.86,home,returned,cod,US
ORD-00000657,USR-000865,2026-05-27,38.44,apparel,returned,apple_pay,DE
ORD-00000658,USR-000160,2024-10-09,33.61,home,shipped,apple_pay,DE
ORD-00000659,USR-000223,2025-03-26,22.08,home,returned,cod,FR
ORD-00000660,USR-000928,2024-12-06,25.64,apparel,cancelled,cod,UK
ORD-00000661,USR-000491,2025-01-10,20.69,apparel,returned,card,CA
ORD-00000662,USR-000927,2025-08-04,32.32,sports,shipped,apple_pay,CA
ORD-00000663,USR-000409,2026-04-17,27.99,electronics,shipped,cod,US
ORD-00000664,USR-000725,2026-03-26,32.38,apparel,returned,card,US
ORD-00000665,USR-000350,2024-11-04,11.94,toys,returned,card,UK
ORD-00000666,USR-000397,2026-06-19,38.7,books,delivered,paypal,US
ORD-00000667,USR-000707,2025-02-25,76.39,sports,cancelled,cod,FR
ORD-00000668,USR-000859,2025-02-21,20.7,sports,shipped,card,CA
ORD-00000669,USR-000780,2025-01-14,37.57,books,cancelled,paypal,UK
ORD-00000670,USR-000689,2025-04-30,31.29,sports,delivered,card,FR
ORD-00000671,USR-000619,2024-09-08,6.69,toys,cancelled,card,FR
ORD-00000672,USR-000451,2025-09-06,21.93,toys,returned,cod,US
ORD-00000673,USR-000376,2026-03-28,11.47,toys,delivered,card,DE
ORD-00000674,USR-000847,2025-10-11,17.1,electronics,returned,apple_pay,DE
ORD-00000675,USR-000612,2026-03-17,15.15,toys,cancelled,cod,US
ORD-00000676,USR-000686,2026-03-30,30.66,apparel,returned,apple_pay,US
ORD-00000677,USR-000744,2024-09-06,13.22,electronics,cancelled,apple_pay,FR
ORD-00000678,USR-000485,2025-10-05,40.97,books,shipped,card,US
ORD-00000679,USR-000013,2025-06-02,60.96,books,returned,apple_pay,DE
ORD-00000680,USR-000691,2024-08-22,48.83,home,shipped,cod,UK
ORD-00000681,USR-000610,2026-01-22,36.59,electronics,cancelled,paypal,DE
ORD-00000682,USR-000680,2026-06-13,42.8,toys,cancelled,paypal,US
ORD-00000683,USR-000289,2026-05-11,12.2,home,shipped,cod,UK
ORD-00000684,USR-000041,2025-05-30,44.19,sports,shipped,cod,DE
ORD-00000685,USR-000816,2025-03-09,78.97,toys,returned,cod,FR
ORD-00000686,USR-000118,2025-08-28,25.93,apparel,returned,apple_pay,FR
ORD-00000687,USR-000674,2025-05-08,10.43,home,returned,card,UK
ORD-00000688,USR-000280,2025-08-24,27.38,apparel,shipped,apple_pay,FR
ORD-00000689,USR-000411,2025-03-17,5.54,toys,cancelled,cod,UK
ORD-00000690,USR-000272,2024-12-04,15.37,books,returned,paypal,CA
ORD-00000691,USR-000265,2024-12-21,20.08,electronics,returned,card,US
ORD-00000692,USR-000923,2025-07-13,5.52,apparel,cancelled,card,FR
ORD-00000693,USR-000257,2025-05-20,20.35,books,cancelled,paypal,CA
ORD-00000694,USR-000079,2025-04-22,4.12,sports,delivered,paypal,US
ORD-00000695,USR-000839,2025-04-10,48.92,electronics,cancelled,card,US
ORD-00000696,USR-000906,2025-12-27,7.37,sports,cancelled,paypal,UK
ORD-00000697,USR-000631,2026-04-15,74.68,electronics,delivered,apple_pay,UK
ORD-00000698,USR-000304,2026-05-17,26.23,books,returned,card,FR
ORD-00000699,USR-000145,2025-03-23,48.92,toys,cancelled,apple_pay,DE
ORD-00000700,USR-000313,2024-11-19,20.22,books,shipped,cod,US
ORD-00000701,USR-000494,2024-12-14,21.0,sports,cancelled,card,UK
ORD-00000702,USR-000353,2025-08-03,63.67,electronics,returned,cod,DE
ORD-00000703,USR-000635,2024-08-24,69.83,books,returned,cod,DE
ORD-00000704,USR-000339,2025-10-22,16.94,home,returned,apple_pay,US
ORD-00000705,USR-000242,2024-11-23,18.14,books,shipped,paypal,DE
ORD-00000706,USR-000912,2025-04-27,65.57,toys,returned,apple_pay,US
ORD-00000707,USR-000716,2026-01-07,27.95,electronics,delivered,card,CA
ORD-00000708,USR-000861,2026-04-02,17.05,books,shipped,cod,UK
ORD-00000709,USR-000417,2025-03-24,65.28,sports,shipped,paypal,CA
ORD-00000710,USR-000889,2025-02-28,19.07,books,delivered,apple_pay,CA
ORD-00000711,USR-000105,2026-04-27,20.75,electronics,returned,apple_pay,CA
ORD-00000712,USR-000255,2026-02-16,92.11,sports,delivered,cod,CA
ORD-00000713,USR-000292,2024-12-12,3.68,home,returned,paypal,US
ORD-00000714,USR-000819,2025-06-14,37.45,apparel,shipped,card,DE
ORD-00000715,USR-000558,2024-09-19,63.0,sports,delivered,cod,DE
ORD-00000716,USR-000080,2026-07-11,3.89,home,cancelled,cod,DE
ORD-00000717,USR-000238,2025-04-24,18.9,home,delivered,card,CA
ORD-00000718,USR-000644,2024-12-25,93.05,electronics,cancelled,paypal,US
ORD-00000719,USR-000961,2026-03-09,7.61,toys,returned,cod,FR
ORD-00000720,USR-000043,2026-07-22,50.51,books,cancelled,cod,FR
ORD-00000721,USR-000945,2025-10-27,42.27,home,shipped,paypal,FR
ORD-00000722,USR-000294,2025-07-03,23.02,electronics,delivered,paypal,US
ORD-00000723,USR-000686,2025-12-24,8.74,books,returned,card,CA
