transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type,currency,status
TXN-00000754,CUST-000506,2025-01-05,38.54,grocery,debit,USD,pending
TXN-00000755,CUST-000308,2026-08-02,29.7,electronics,credit,USD,pending
TXN-00000756,CUST-000929,2024-10-23,46.59,grocery,credit,EUR,completed
TXN-00000757,CUST-000614,2024-08-19,74.03,healthcare,credit,EUR,failed
TXN-00000758,CUST-000703,2025-09-03,29.74,grocery,credit,GBP,failed
TXN-00000759,CUST-000590,2025-05-29,37.76,dining,transfer,USD,pending
TXN-00000760,CUST-000168,2026-07-20,12.67,utilities,credit,USD,pending
TXN-00000761,CUST-000299,2024-09-16,62.69,healthcare,debit,GBP,completed
TXN-00000762,CUST-000784,2025-06-19,53.0,entertainment,transfer,EUR,pending
TXN-00000763,CUST-000702,2026-02-19,50.71,healthcare,transfer,EUR,completed
TXN-00000764,CUST-000014,2026-03-02,16.55,entertainment,credit,EUR,pending
TXN-00000765,CUST-000944,2025-10-07,18.02,travel,transfer,GBP,failed
TXN-00000766,CUST-000852,2025-02-13,88.21,entertainment,debit,EUR,pending
TXN-00000767,CUST-000939,2026-04-07,101.14,electronics,transfer,EUR,completed
TXN-00000768,CUST-000837,2024-08-27,95.74,travel,transfer,EUR,completed
TXN-00000769,CUST-000763,2026-03-26,57.7,entertainment,transfer,USD,failed
TXN-00000770,CUST-000233,2025-09-01,23.7,grocery,credit,GBP,completed
TXN-00000771,CUST-000080,2025-08-15,9.2,dining,debit,USD,completed
TXN-00000772,CUST-000034,2024-08-21,75.69,grocery,credit,USD,pending
TXN-00000773,CUST-000045,2026-01-05,164.89,healthcare,debit,GBP,completed
TXN-00000774,CUST-000190,2025-03-13,42.15,travel,transfer,EUR,failed
TXN-00000775,CUST-000357,2026-07-04,8.16,entertainment,transfer,GBP,completed
TXN-00000776,CUST-000518,2026-01-12,36.86,healthcare,debit,GBP,completed
TXN-00000777,CUST-000733,2025-12-16,18.37,entertainment,transfer,USD,failed
TXN-00000778,CUST-000102,2026-06-09,82.92,utilities,transfer,USD,pending
TXN-00000779,CUST-000690,2024-11-10,24.02,travel,transfer,USD,pending
TXN-00000780,CUST-000116,2025-08-09,55.88,dining,debit,GBP,completed
TXN-00000781,CUST-000508,2025-03-18,112.06,healthcare,transfer,USD,completed
TXN-00000782,CUST-000336,2026-01-06,32.65,dining,transfer,GBP,pending
TXN-00000783,CUST-000704,2024-08-25,107.26,healthcare,credit,EUR,pending
TXN-00000784,CUST-000194,2024-10-10,68.64,dining,credit,GBP,failed
TXN-00000785,CUST-000693,2024-09-10,23.73,grocery,transfer,USD,completed
TXN-00000786,CUST-000373,2025-08-21,88.78,healthcare,credit,USD,completed
TXN-00000787,CUST-000859,2026-07-19,26.94,entertainment,transfer,GBP,failed
TXN-00000788,CUST-000280,2024-09-22,193.93,dining,credit,EUR,failed
TXN-00000789,CUST-000618,2025-11-14,33.73,dining,debit,USD,pending
TXN-00000790,CUST-000502,2025-07-17,32.78,travel,debit,USD,failed
TXN-00000791,CUST-000055,2025-06-29,81.72,grocery,debit,EUR,failed
TXN-00000792,CUST-000696,2026-03-10,23.56,healthcare,debit,USD,failed
TXN-00000793,CUST-000770,2024-12-26,34.95,dining,debit,EUR,failed
TXN-00000794,CUST-000510,2026-02-14,32.52,electronics,transfer,GBP,completed
TXN-00000795,CUST-000976,2025-03-01,20.79,dining,credit,USD,completed
TXN-00000796,CUST-000182,2025-10-25,57.8,electronics,transfer,USD,pending
TXN-00000797,CUST-000442,2025-07-23,5.67,dining,debit,GBP,failed
TXN-00000798,CUST-000503,2026-06-07,66.57,healthcare,credit,EUR,failed
TXN-00000799,CUST-000875,2024-08-15,14.97,dining,transfer,GBP,pending
TXN-00000800,CUST-000785,2025-12-06,86.92,grocery,transfer,USD,completed
TXN-00000801,CUST-000858,2026-07-12,12.65,healthcare,debit,GBP,pending
TXN-00000802,CUST-000390,2025-02-28,14.24,electronics,credit,EUR,completed
TXN-00000803,CUST-000678,2025-11-21,20.93,electronics,transfer,USD,failed
TXN-00000804,CUST-000068,2025-12-06,12.41,grocery,credit,GBP,pending
TXN-00000805,CUST-000582,2025-02-10,34.29,grocery,transfer,EUR,failed
TXN-00000806,CUST-000023,2026-01-19,96.68,dining,credit,GBP,completed
TXN-00000807,CUST-000828,2025-03-20,31.45,travel,credit,EUR,failed
TXN-00000808,CUST-000831,2024-11-10,57.42,healthcare,credit,EUR,pending
TXN-00000809,CUST-000207,2024-09-08,32.22,entertainment,debit,GBP,completed
TXN-00000810,CUST-000295,2025-04-29,20.93,healthcare,credit,USD,failed
TXN-00000811,CUST-000761,2026-05-06,43.07,electronics,debit,GBP,failed
TXN-00000812,CUST-000487,2026-03-19,28.41,grocery,transfer,EUR,failed
TXN-00000813,CUST-000824,2025-03-11,14.64,electronics,debit,EUR,pending
TXN-00000814,CUST-000258,2025-05-23,45.32,entertainment,transfer,USD,completed
TXN-00000815,CUST-000643,2024-09-24,252.8,healthcare,credit,USD,failed
TXN-00000816,CUST-000986,2025-11-10,13.74,entertainment,transfer,EUR,failed
TXN-00000817,CUST-000745,2024-10-27,47.66,electronics,credit,USD,completed
TXN-00000818,CUST-000155,2024-11-05,140.11,entertainment,credit,EUR,pending
TXN-00000819,CUST-000881,2025-04-10,16.57,entertainment,credit,GBP,completed
TXN-00000820,CUST-000263,2025-04-09,46.33,travel,debit,USD,completed
TXN-00000821,CUST-000029,2026-02-03,4.39,dining,credit,GBP,pending
TXN-00000822,CUST-000433,2025-09-29,40.83,travel,credit,USD,completed
TXN-00000823,CUST-000265,2024-11-13,57.42,healthcare,debit,GBP,completed
TXN-00000824,CUST-000987,2026-01-16,134.57,grocery,debit,EUR,failed
TXN-00000825,CUST-000306,2026-02-14,27.1,utilities,debit,EUR,failed
TXN-00000826,CUST-000863,2026-08-07,39.5,entertainment,transfer,EUR,pending
TXN-00000827,CUST-000906,2025-12-21,8.12,entertainment,credit,EUR,failed
TXN-00000828,CUST-000755,2024-11-09,18.17,travel,credit,USD,completed
TXN-00000829,CUST-000110,2025-01-24,29.62,healthcare,debit,EUR,failed
TXN-00000830,CUST-000384,2026-07-10,45.1,healthcare,credit,EUR,failed
TXN-00000831,CUST-000253,2025-06-13,84.9,utilities,credit,EUR,completed
TXN-00000832,CUST-000661,2026-04-29,132.61,grocery,transfer,GBP,completed
TXN-00000833,CUST-000260,2025-12-27,36.77,utilities,credit,GBP,completed
TXN-00000834,CUST-000548,2024-11-11,6.07,dining,credit,EUR,completed
TXN-00000835,CUST-000959,2024-10-09,59.1,travel,debit,EUR,failed
TXN-00000836,CUST-000325,2025-05-11,28.99,entertainment,debit,EUR,pending
TXN-00000837,CUST-000755,2026-03-01,15.61,utilities,credit,USD,completed
TXN-00000838,CUST-000716,2026-01-09,23.3,dining,transfer,GBP,failed
TXN-00000839,CUST-000756,2026-03-16,15.18,entertainment,debit,GBP,failed
TXN-00000840,CUST-000189,2025-10-20,77.85,travel,debit,EUR,completed
TXN-00000841,CUST-000644,2026-02-13,17.65,grocery,debit,USD,failed
TXN-00000842,CUST-000731,2026-06-26,113.23,electronics,credit,EUR,failed
TXN-00000843,CUST-000137,2025-09-17,11.58,entertainment,credit,EUR,completed
TXN-00000844,CUST-000087,2026-01-12,28.69,dining,transfer,USD,completed
TXN-00000845,CUST-000971,2026-06-01,40.42,grocery,credit,USD,pending
TXN-00000846,CUST-000719,2026-04-01,49.66,travel,debit,EUR,completed
TXN-00000847,CUST-000970,2025-08-01,36.37,healthcare,credit,EUR,failed
TXN-00000848,CUST-000507,2025-07-22,57.04,dining,credit,USD,pending
TXN-00000849,CUST-000877,2025-06-24,19.82,entertainment,credit,GBP,failed
TXN-00000850,CUST-000194,2025-05-06,27.4,travel,debit,EUR,pending
TXN-00000851,CUST-000242,2024-09-23,189.2,electronics,transfer,GBP,failed
TXN-00000852,CUST-000470,2025-08-08,11.35,entertainment,credit,GBP,pending
TXN-00000853,CUST-000704,2025-07-13,17.45,dining,transfer,GBP,pending
TXN-00000854,CUST-000075,2024-10-02,24.54,electronics,transfer,GBP,failed
TXN-00000855,CUST-000727,2026-03-08,13.61,electronics,credit,GBP,pending
TXN-00000856,CUST-000136,2025-10-25,38.45,healthcare,credit,EUR,pending
TXN-00000857,CUST-000136,2024-10-08,29.24,electronics,debit,USD,pending
TXN-00000858,CUST-000893,2026-07-18,81.74,electronics,credit,EUR,pending
TXN-00000859,CUST-000628,2025-01-18,34.51,travel,credit,GBP,pending
TXN-00000860,CUST-000783,2025-07-07,132.97,utilities,transfer,EUR,completed
TXN-00000861,CUST-000194,2025-11-15,17.7,grocery,credit,EUR,completed
TXN-00000862,CUST-000723,2024-12-03,31.47,dining,debit,EUR,pending
TXN-00000863,CUST-000727,2025-02-27,38.63,grocery,transfer,USD,completed
TXN-00000864,CUST-000358,2025-07-22,19.55,healthcare,credit,GBP,failed
TXN-00000865,CUST-000600,2024-09-05,16.54,grocery,credit,USD,pending
TXN-00000866,CUST-000698,2025-04-29,2.86,grocery,credit,USD,completed
TXN-00000867,CUST-000084,2025-10-11,27.48,dining,credit,GBP,pending
TXN-00000868,CUST-000609,2025-03-29,45.76,grocery,transfer,GBP,pending
TXN-00000869,CUST-000333,2026-01-30,58.98,entertainment,debit,GBP,completed
TXN-00000870,CUST-000561,2025-06-03,90.25,dining,credit,USD,completed
TXN-00000871,CUST-000989,2025-08-15,61.47,grocery,debit,USD,pending
TXN-00000872,CUST-000799,2026-04-06,22.65,utilities,debit,USD,pending
TXN-00000873,CUST-000503,2025-11-22,158.32,electronics,transfer,GBP,completed
TXN-00000874,CUST-000368,2026-03-08,128.07,healthcare,debit,EUR,pending
TXN-00000875,CUST-000907,2026-04-05,26.84,healthcare,credit,USD,pending
TXN-00000876,CUST-000831,2025-01-18,26.52,utilities,credit,USD,completed
TXN-00000877,CUST-000526,2024-10-29,22.09,travel,transfer,GBP,failed
TXN-00000878,CUST-000159,2025-09-18,115.62,utilities,transfer,USD,pending
TXN-00000879,CUST-000480,2025-12-22,13.11,dining,credit,USD,completed
TXN-00000880,CUST-000701,2025-08-07,34.64,grocery,transfer,USD,completed
TXN-00000881,CUST-000526,2026-07-21,12.98,grocery,credit,GBP,failed
TXN-00000882,CUST-000583,2025-12-01,64.46,healthcare,debit,GBP,completed
TXN-00000883,CUST-000117,2026-02-28,61.22,entertainment,debit,EUR,completed
TXN-00000884,CUST-000086,2026-01-22,22.45,electronics,transfer,GBP,pending
TXN-00000885,CUST-000776,2024-09-06,61.63,electronics,credit,USD,completed
TXN-00000886,CUST-000190,2025-11-08,12.04,dining,transfer,USD,completed
TXN-00000887,CUST-000405,2026-03-12,17.55,dining,credit,GBP,pending
TXN-00000888,CUST-000890,2025-04-19,77.2,utilities,credit,EUR,failed
TXN-00000889,CUST-000833,2025-07-28,91.6,utilities,transfer,GBP,pending
TXN-00000890,CUST-000824,2025-03-29,24.3,grocery,debit,USD,completed
TXN-00000891,CUST-000713,2025-04-07,10.64,utilities,debit,EUR,failed
TXN-00000892,CUST-000879,2024-12-26,54.16,electronics,credit,USD,pending
TXN-00000893,CUST-000433,2025-09-27,6.66,dining,credit,USD,pending
TXN-00000894,CUST-000600,2026-02-19,20.07,entertainment,credit,USD,pending
TXN-00000895,CUST-000009,2025-09-06,28.21,dining,transfer,GBP,failed
TXN-00000896,CUST-000749,2025-04-02,36.78,dining,credit,EUR,failed
TXN-00000897,CUST-000606,2025-12-04,22.38,grocery,credit,GBP,pending
TXN-00000898,CUST-000567,2026-01-16,26.68,dining,transfer,GBP,pending
TXN-00000899,CUST-000460,2024-09-01,23.1,electronics,credit,USD,failed
TXN-00000900,CUST-000225,2026-05-28,48.52,healthcare,transfer,GBP,pending
TXN-00000901,CUST-000135,2026-04-04,25.58,utilities,transfer,GBP,pending
TXN-00000902,CUST-000816,2025-10-21,8.96,travel,transfer,USD,pending
TXN-00000903,CUST-000708,2026-02-19,92.52,travel,debit,USD,completed
TXN-00000904,CUST-000621,2025-10-08,31.44,dining,credit,USD,completed
TXN-00000905,CUST-000571,2025-07-01,74.67,travel,debit,GBP,completed
TXN-00000906,CUST-000827,2025-12-13,11.57,healthcare,debit,USD,failed
TXN-00000907,CUST-000230,2025-03-27,1.73,entertainment,credit,USD,failed
TXN-00000908,CUST-000274,2024-08-30,121.03,grocery,transfer,USD,pending
TXN-00000909,CUST-000819,2025-06-04,22.84,grocery,debit,GBP,failed
TXN-00000910,CUST-000801,2025-08-20,39.41,travel,transfer,USD,completed
TXN-00000911,CUST-000933,2026-04-19,16.46,utilities,credit,GBP,pending
TXN-00000912,CUST-000751,2026-05-25,60.42,electronics,credit,USD,completed
TXN-00000913,CUST-000869,2024-08-14,79.28,electronics,transfer,USD,completed
TXN-00000914,CUST-000273,2026-07-23,16.21,electronics,transfer,GBP,completed
TXN-00000915,CUST-000156,2026-01-30,69.33,entertainment,debit,USD,pending
TXN-00000916,CUST-000424,2026-07-13,119.3,utilities,credit,USD,pending
TXN-00000917,CUST-000150,2024-10-01,123.1,healthcare,debit,USD,pending
TXN-00000918,CUST-000323,2025-04-24,18.3,dining,debit,EUR,completed
TXN-00000919,CUST-000677,2025-07-09,12.56,utilities,transfer,EUR,failed
TXN-00000920,CUST-000761,2025-12-01,22.42,entertainment,credit,GBP,failed
TXN-00000921,CUST-000943,2024-12-21,14.69,utilities,debit,GBP,failed
TXN-00000922,CUST-000808,2025-12-23,44.29,electronics,transfer,EUR,completed
TXN-00000923,CUST-000903,2025-04-18,24.96,electronics,credit,GBP,failed
TXN-00000924,CUST-000758,2025-12-19,98.22,healthcare,credit,USD,completed
TXN-00000925,CUST-000524,2025-04-19,38.42,entertainment,transfer,USD,completed
TXN-00000926,CUST-000029,2025-04-11,106.1,electronics,debit,EUR,failed
TXN-00000927,CUST-000433,2025-01-15,12.64,utilities,transfer,EUR,completed
TXN-00000928,CUST-000049,2025-03-29,28.09,grocery,credit,EUR,completed
TXN-00000929,CUST-000825,2025-03-02,74.15,utilities,transfer,GBP,failed
TXN-00000930,CUST-000865,2026-02-14,40.52,electronics,transfer,GBP,failed
TXN-00000931,CUST-000689,2024-09-03,14.97,utilities,debit,USD,pending
TXN-00000932,CUST-000529,2026-02-13,62.68,electronics,credit,USD,completed
TXN-00000933,CUST-000729,2026-06-10,27.84,grocery,debit,EUR,completed
TXN-00000934,CUST-000488,2026-01-07,21.66,utilities,transfer,EUR,failed
TXN-00000935,CUST-000573,2025-12-16,34.57,electronics,transfer,EUR,failed
TXN-00000936,CUST-000434,2025-07-07,28.9,healthcare,debit,EUR,failed
TXN-00000937,CUST-000469,2025-12-31,5.92,entertainment,transfer,USD,failed
TXN-00000938,CUST-000218,2025-08-10,31.09,travel,transfer,EUR,completed
TXN-00000939,CUST-000617,2025-08-27,57.03,electronics,transfer,EUR,completed
TXN-00000940,CUST-000536,2026-07-19,15.53,electronics,credit,EUR,pending
TXN-00000941,CUST-000029,2025-10-11,52.77,healthcare,credit,USD,pending
TXN-00000942,CUST-000911,2026-05-10,23.02,utilities,credit,USD,completed
TXN-00000943,CUST-000561,2025-11-22,6.67,dining,credit,GBP,pending
TXN-00000944,CUST-000580,2026-05-26,30.0,dining,credit,GBP,failed
TXN-00000945,CUST-000136,2024-11-14,68.44,dining,credit,GBP,pending
TXN-00000946,CUST-000153,2026-07-20,69.76,entertainment,transfer,GBP,failed
TXN-00000947,CUST-000420,2024-10-24,7.02,electronics,transfer,USD,failed
TXN-00000948,CUST-000912,2026-06-15,29.72,grocery,debit,GBP,completed
TXN-00000949,CUST-000586,2026-01-31,72.37,electronics,transfer,GBP,completed
TXN-00000950,CUST-000660,2025-07-06,36.63,healthcare,transfer,GBP,completed
TXN-00000951,CUST-000981,2024-11-18,37.3,dining,transfer,USD,completed
TXN-00000952,CUST-000675,2025-12-07,10.1,healthcare,credit,USD,failed
TXN-00000953,CUST-000622,2026-06-15,18.18,dining,debit,EUR,pending
TXN-00000954,CUST-000185,2024-08-23,14.41,electronics,credit,EUR,completed
TXN-00000955,CUST-000118,2026-02-11,23.09,entertainment,debit,USD,pending
TXN-00000956,CUST-000976,2025-03-22,28.41,healthcare,credit,USD,completed
TXN-00000957,CUST-000731,2026-02-14,12.27,electronics,debit,EUR,pending
TXN-00000958,CUST-000265,2024-09-26,12.28,grocery,debit,USD,completed
TXN-00000959,CUST-000771,2024-11-07,39.42,healthcare,transfer,EUR,completed
TXN-00000960,CUST-000276,2024-12-13,10.73,dining,debit,EUR,completed
TXN-00000961,CUST-000418,2025-05-29,277.15,grocery,credit,GBP,failed
TXN-00000962,CUST-000692,2025-12-23,42.01,healthcare,credit,EUR,completed
TXN-00000963,CUST-000867,2025-05-03,41.85,travel,credit,GBP,completed
TXN-00000964,CUST-000801,2025-08-02,137.46,grocery,debit,EUR,failed
TXN-00000965,CUST-000297,2025-12-27,42.62,grocery,credit,EUR,failed
TXN-00000966,CUST-000257,2026-05-22,70.22,electronics,transfer,USD,failed
TXN-00000967,CUST-000861,2025-02-28,33.61,utilities,transfer,GBP,completed
TXN-00000968,CUST-000308,2026-06-28,172.4,electronics,credit,USD,failed
TXN-00000969,CUST-000517,2024-08-24,83.17,utilities,credit,GBP,pending
TXN-00000970,CUST-000771,2025-12-28,49.02,utilities,credit,EUR,completed
TXN-00000971,CUST-000471,2025-03-23,84.61,utilities,debit,GBP,completed
TXN-00000972,CUST-000624,2025-06-16,23.88,utilities,debit,EUR,failed
TXN-00000973,CUST-000917,2025-07-27,56.13,dining,transfer,USD,failed
TXN-00000974,CUST-000667,2025-08-24,132.67,utilities,debit,EUR,pending
TXN-00000975,CUST-000848,2025-02-11,41.54,entertainment,transfer,USD,completed
TXN-00000976,CUST-000474,2025-02-23,26.57,grocery,debit,GBP,completed
TXN-00000977,CUST-000777,2026-07-10,26.72,healthcare,transfer,EUR,failed
TXN-00000978,CUST-000227,2024-11-08,16.11,electronics,debit,EUR,pending
TXN-00000979,CUST-000927,2025-03-09,67.41,grocery,debit,GBP,pending
TXN-00000980,CUST-000114,2026-04-02,107.58,dining,debit,GBP,completed
TXN-00000981,CUST-000676,2026-07-11,90.0,healthcare,transfer,USD,completed
TXN-00000982,CUST-000603,2024-09-20,15.38,travel,transfer,GBP,pending
TXN-00000983,CUST-000197,2025-02-13,54.16,dining,debit,EUR,failed
TXN-00000984,CUST-000690,2025-09-13,95.7,dining,credit,USD,failed
TXN-00000985,CUST-000531,2025-07-17,30.82,entertainment,debit,GBP,completed
TXN-00000986,CUST-000049,2024-10-31,19.58,dining,credit,USD,pending
TXN-00000987,CUST-000200,2024-08-19,4.99,entertainment,debit,GBP,completed
TXN-00000988,CUST-000707,2024-11-01,29.58,travel,debit,USD,pending
TXN-00000989,CUST-000319,2025-07-12,10.58,grocery,transfer,GBP,pending
TXN-00000990,CUST-000861,2026-02-28,22.56,travel,credit,USD,pending
TXN-00000991,CUST-000533,2025-01-23,89.55,entertainment,debit,GBP,pending
TXN-00000992,CUST-000593,2024-11-30,82.98,entertainment,transfer,USD,completed
TXN-00000993,CUST-000064,2025-07-12,92.82,electronics,transfer,GBP,pending
TXN-00000994,CUST-000068,2024-09-11,23.28,dining,debit,GBP,failed
TXN-00000995,CUST-000639,2025-03-04,11.13,entertainment,credit,GBP,failed
TXN-00000996,CUST-000104,2025-03-10,67.44,electronics,transfer,USD,completed
TXN-00000997,CUST-000106,2026-03-05,73.75,healthcare,debit,GBP,failed
TXN-00000998,CUST-000263,2024-08-29,22.59,healthcare,credit,USD,completed
TXN-00000999,CUST-000141,2025-02-02,20.94,utilities,credit,EUR,failed
TXN-00001000,CUST-000907,2025-03-21,35.38,dining,credit,GBP,pending
TXN-00001001,CUST-000299,2025-05-10,47.88,grocery,debit,GBP,failed
TXN-00001002,CUST-000880,2025-06-13,13.05,travel,transfer,USD,completed
TXN-00001003,CUST-000350,2025-08-30,14.68,utilities,credit,GBP,failed
TXN-00001004,CUST-000340,2026-08-03,100.83,electronics,transfer,EUR,pending
TXN-00001005,CUST-000337,2026-05-09,14.16,entertainment,debit,EUR,completed
TXN-00001006,CUST-000943,2025-12-01,12.38,travel,credit,GBP,pending
TXN-00001007,CUST-000827,2025-02-11,50.13,travel,debit,EUR,completed
TXN-00001008,CUST-000076,2026-03-24,21.37,travel,credit,EUR,completed
TXN-00001009,CUST-000647,2025-12-17,54.68,grocery,debit,USD,completed
TXN-00001010,CUST-000291,2026-02-10,52.19,healthcare,debit,USD,completed
TXN-00001011,CUST-000023,2025-11-18,18.13,grocery,debit,GBP,completed
TXN-00001012,CUST-000389,2024-09-18,210.27,electronics,debit,EUR,pending
TXN-00001013,CUST-000246,2026-03-14,24.9,travel,transfer,GBP,pending
TXN-00001014,CUST-000900,2025-01-21,45.99,travel,debit,USD,failed
TXN-00001015,CUST-000388,2026-07-27,48.96,dining,transfer,USD,completed
TXN-00001016,CUST-000782,2026-03-17,40.3,healthcare,credit,USD,pending
TXN-00001017,CUST-000254,2025-06-27,21.45,dining,transfer,GBP,completed
TXN-00001018,CUST-000172,2025-10-16,34.73,utilities,transfer,EUR,pending
TXN-00001019,CUST-000532,2026-01-31,30.81,electronics,transfer,GBP,pending
TXN-00001020,CUST-000733,2026-06-21,108.7,healthcare,credit,GBP,failed
TXN-00001021,CUST-000666,2025-10-01,26.95,dining,transfer,USD,pending
TXN-00001022,CUST-000261,2025-02-14,35.88,grocery,credit,EUR,failed
TXN-00001023,CUST-000361,2026-04-15,33.97,dining,credit,EUR,pending
TXN-00001024,CUST-000377,2024-12-03,61.06,dining,debit,USD,pending
TXN-00001025,CUST-000240,2025-07-15,23.38,grocery,credit,GBP,failed
TXN-00001026,CUST-000560,2025-03-02,83.16,travel,debit,USD,completed
TXN-00001027,CUST-000369,2025-08-28,17.8,electronics,transfer,GBP,pending
TXN-00001028,CUST-000196,2024-10-23,26.52,healthcare,transfer,USD,pending
TXN-00001029,CUST-000670,2026-06-22,35.61,travel,credit,USD,completed
TXN-00001030,CUST-000741,2024-12-26,63.47,healthcare,transfer,GBP,pending
TXN-00001031,CUST-000740,2024-10-15,63.72,grocery,credit,USD,pending
TXN-00001032,CUST-000789,2025-06-15,93.84,dining,credit,GBP,completed
TXN-00001033,CUST-000384,2026-07-23,11.97,dining,transfer,EUR,pending
TXN-00001034,CUST-000231,2025-02-03,23.26,dining,transfer,GBP,pending
TXN-00001035,CUST-000334,2025-02-04,43.64,grocery,debit,USD,pending
TXN-00001036,CUST-000582,2026-03-26,51.88,healthcare,transfer,EUR,pending
TXN-00001037,CUST-000210,2026-06-13,24.61,electronics,transfer,EUR,failed
TXN-00001038,CUST-000917,2025-12-24,23.96,utilities,transfer,USD,completed
TXN-00001039,CUST-000847,2026-03-27,55.0,travel,debit,USD,pending
TXN-00001040,CUST-000291,2024-10-17,18.74,healthcare,debit,EUR,completed
TXN-00001041,CUST-000378,2026-03-06,34.15,entertainment,credit,EUR,completed
TXN-00001042,CUST-000114,2024-12-07,13.8,utilities,debit,EUR,completed
TXN-00001043,CUST-000134,2025-05-03,69.17,entertainment,transfer,GBP,pending
TXN-00001044,CUST-000163,2024-10-05,343.52,healthcare,debit,GBP,failed
TXN-00001045,CUST-000702,2026-03-28,30.86,travel,credit,USD,pending
TXN-00001046,CUST-000620,2024-09-18,80.66,healthcare,credit,EUR,pending
TXN-00001047,CUST-000590,2025-02-03,393.72,electronics,transfer,GBP,pending
TXN-00001048,CUST-000401,2025-01-31,74.92,travel,credit,USD,completed
TXN-00001049,CUST-000922,2026-02-13,44.01,dining,transfer,USD,failed
TXN-00001050,CUST-000583,2025-02-21,38.68,grocery,transfer,GBP,failed
TXN-00001051,CUST-000924,2026-01-22,15.39,entertainment,transfer,USD,pending
TXN-00001052,CUST-000079,2024-11-28,67.17,entertainment,credit,EUR,pending
TXN-00001053,CUST-000169,2026-05-19,16.66,dining,debit,USD,failed
TXN-00001054,CUST-000712,2026-03-20,51.83,electronics,transfer,EUR,completed
TXN-00001055,CUST-000407,2025-07-16,14.2,utilities,debit,EUR,failed
TXN-00001056,CUST-000767,2024-08-28,30.23,grocery,transfer,GBP,completed
TXN-00001057,CUST-000731,2026-03-24,15.23,healthcare,transfer,EUR,completed
TXN-00001058,CUST-000080,2026-07-16,18.98,travel,debit,GBP,completed
TXN-00001059,CUST-000915,2025-12-24,44.99,utilities,debit,GBP,failed
TXN-00001060,CUST-000657,2025-01-08,63.83,grocery,credit,GBP,pending
TXN-00001061,CUST-000455,2024-11-16,164.9,travel,credit,USD,completed
TXN-00001062,CUST-000094,2024-10-13,43.1,grocery,transfer,USD,failed
TXN-00001063,CUST-000172,2025-11-25,9.17,entertainment,credit,EUR,failed
TXN-00001064,CUST-000642,2024-11-29,19.35,healthcare,credit,EUR,completed
TXN-00001065,CUST-000238,2024-11-06,17.98,travel,debit,EUR,failed
TXN-00001066,CUST-000324,2026-03-31,10.77,electronics,transfer,GBP,pending
TXN-00001067,CUST-000045,2025-02-12,15.49,electronics,transfer,EUR,completed
TXN-00001068,CUST-000730,2025-11-16,59.18,grocery,transfer,EUR,failed
TXN-00001069,CUST-000714,2024-10-29,4.36,entertainment,transfer,USD,pending
TXN-00001070,CUST-000180,2026-04-11,164.18,electronics,transfer,EUR,completed
TXN-00001071,CUST-000344,2026-05-28,28.69,utilities,debit,GBP,failed
TXN-00001072,CUST-000722,2025-11-18,155.55,electronics,debit,GBP,pending
TXN-00001073,CUST-000776,2024-08-28,22.59,travel,credit,EUR,pending
TXN-00001074,CUST-000207,2024-08-16,18.16,grocery,debit,GBP,failed
TXN-00001075,CUST-000969,2024-10-21,17.64,travel,credit,EUR,failed
TXN-00001076,CUST-000806,2026-01-28,69.84,dining,transfer,EUR,completed
TXN-00001077,CUST-000235,2025-11-25,67.49,travel,debit,GBP,completed
TXN-00001078,CUST-000929,2025-01-04,129.3,travel,transfer,EUR,failed
TXN-00001079,CUST-000330,2026-03-04,10.25,grocery,credit,USD,completed
TXN-00001080,CUST-000054,2025-04-28,41.05,travel,debit,USD,completed
TXN-00001081,CUST-000607,2024-11-10,45.94,travel,debit,GBP,completed
TXN-00001082,CUST-000437,2024-10-02,51.86,utilities,debit,USD,pending
TXN-00001083,CUST-000181,2025-12-14,40.79,healthcare,credit,GBP,completed
TXN-00001084,CUST-000279,2025-02-17,86.38,electronics,credit,EUR,completed
TXN-00001085,CUST-000483,2025-11-23,28.14,utilities,credit,USD,pending
TXN-00001086,CUST-000021,2025-06-13,62.04,grocery,credit,GBP,failed
TXN-00001087,CUST-000157,2026-06-16,36.16,dining,credit,EUR,pending
TXN-00001088,CUST-000291,2025-11-29,21.44,grocery,credit,USD,failed
TXN-00001089,CUST-000481,2026-06-30,54.89,dining,credit,EUR,failed
TXN-00001090,CUST-000383,2026-02-05,26.31,healthcare,debit,EUR,completed
TXN-00001091,CUST-000944,2025-05-02,56.26,utilities,credit,GBP,failed
TXN-00001092,CUST-000378,2025-01-01,71.69,dining,transfer,USD,completed
TXN-00001093,CUST-000490,2025-02-18,57.71,utilities,transfer,GBP,completed
TXN-00001094,CUST-000268,2024-11-15,444.2,travel,credit,USD,failed
TXN-00001095,CUST-000593,2026-02-25,359.34,dining,transfer,GBP,completed
TXN-00001096,CUST-000531,2024-11-03,14.88,utilities,credit,GBP,failed
TXN-00001097,CUST-000675,2026-04-08,119.34,utilities,credit,GBP,completed
TXN-00001098,CUST-000112,2024-10-26,76.47,electronics,debit,EUR,failed
TXN-00001099,CUST-000215,2025-12-22,88.26,electronics,debit,USD,pending
TXN-00001100,CUST-000002,2025-12-09,27.29,electronics,transfer,EUR,completed
TXN-00001101,CUST-000181,2025-11-05,18.52,travel,credit,USD,failed
TXN-00001102,CUST-000972,2026-01-12,9.62,travel,debit,USD,completed
